"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"Related Person(s)"	Honorific	"Cause of death"	"Person type"	"Person role"	"Birth date"	"Birth date (temporal)"	"Country of birth"	"Death date"	"Death date (temporal)"	"Country of death"	"Place of death"	"Place of death Record Title"	"Place of death H-ID"	"Place of death Record Title"	"Cause of death"	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
81927	"De Graudic (Jacques)"	"De Graudic (Jacques)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200369																						
81928	"Délivrant (Raoul)"	"Délivrant (Raoul)"				"de Tournedos-sur-Seine, ses héritiers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200384																						
81931	"Alice de Châteauvillain"	"Alice de Châteauvillain"		Alice		"fille de Jean Ier, jadis seigneur de Châteauvillain"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136166																						
81932	"Denis d'Aubigny"	"Denis d'Aubigny"				"conseiller du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200503																						
81933	"Denis de La Cour"	"Denis de La Cour"				"corr. de La Salle, concierge de Lorris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200518																						
81934	"Denis de Sens (Me)"	"Denis de Sens (Me)"				"magister Dyonisius de Senonis, commissaire à la levée de l'aide au mariage de la reine d'Angleterre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200542																						
81935	"Denis d'Hirson"	"Denis d'Hirson"				"frère de Me Thierri d'Hirson"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200581																						
81936	"Denis du Fay"	"Denis du Fay"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200596																						
81937	"Denise (Colard)"	"Denise (Colard)"				"d'Oulchy, tabellion juré en la prévôté d'Oulchy-le-Château"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200633																						
81938	"Densus (Julien)"	"Densus (Julien)"				"notaire public de Saint-Sever"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200740																						
81939	"Déodat de Boussagues"	"Déodat de Boussagues"				"donzel, seigneur de Puissalicon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200766																						
81940	"Déodat de Gaillac"	"Déodat de Gaillac"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200782																						
81941	"Déodat-Guilhem de Clermont"	"Déodat-Guilhem de Clermont"				"fils de Bérenger IV Guilhem"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200808																						
81942	"Alice d'Haverskerque"	"Alice d'Haverskerque"		Alice		"fille de Jean, sire d'Haverskerque et femme de Robert, sire de Beauval"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136177|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136389																						
81943	"Desquier (G.)"	"Desquier (G.)"				"consul de Saint-Denis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e200869																						
81946	"Dieudonné de Brie"	"Dieudonné de Brie"				"juif du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201047																						
81947	"Dieudonné de Liestres"	"Dieudonné de Liestres"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201062																						
81948	"Dieulesal (Me André)"	"Dieulesal (Me André)"				"docteur ès lois, de Mirepoix"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201077																						
81949	"Dieulogar de Béziers"	"Dieulogar de Béziers"				juif		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201093																						
81950	Dieulosal	Dieulosal				"Dieulossal de Florensac, juif de Narbonne ou de Belvèze"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201108																						
81951	"Dieuloué (Colin)"	"Dieuloué (Colin)"				"sergent du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201146																						
81953	"Alice de Châteauvillain"	"Alice de Châteauvillain"		Alice		"tante d'Huguenin de Châteauvillain"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136188																						
81955	"Doisse (Geoffroi)"	"Doisse (Geoffroi)"				"chanoine de Saint-Evroult de Mortain"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201315																						
81957	"Dominica de Corneillan"	"Dominica de Corneillan"				"héritière d'Asserida de Corneillan"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201522																						
81958	"Dominici (Me Francesco)"	"Dominici (Me Francesco)"				légiste		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201537																						
81959	"Dominique de Rivo (frère)"	"Dominique de Rivo (frère)"				"procureur-syndic de l'abbaye de Gimont"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201579																						
81961	"Donat (Guilhem)"	"Donat (Guilhem)"				"bourgeois de Najac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201684																						
81963	"Dorée (Perrin)"	"Dorée (Perrin)"				"fils et héritier du suivant"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201880																						
81964	Alice	Alice				"veuve de Mathieu Cologne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136199																						
81965	"Dorée (Pierre)"	"Dorée (Pierre)"				"bourgeois de Saumur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201896																						
81966	"Doret (Pierre)"	"Doret (Pierre)"				"d'Origny-en-Thiérache, sa femme"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201911																						
81967	"Douart (Jean)"	"Douart (Jean)"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201980																						
81968	"Doucet de Gouzon"	"Doucet de Gouzon"				"notaire public dans la sénéchaussée d'Agenais et dans tout le duché d'Aquitaine"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201995																						
81970	"Doutz de Candé (moulin de las)"	"Doutz de Candé (moulin de las)"				"près de Puy-Laroque"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202212																						
81971	"Dreux (Jean)"	"Dreux (Jean)"					"à Orléans"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202418																						
81972	"Dreux (Jean)"	"Dreux (Jean)"				"archer de Philippe, comte de Bourgogne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202433																						
81973	Dreux	Dreux				"prévôt de Soissons, clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202461																						
81974	Dreux	Dreux				"fils du seigneur de Chlo"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202476																						
81975	"Adam de Bruyères"	"Adam de Bruyères"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132608																						
81976	Alice	Alice				"veuve d'Évrard de Chevresis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136214																						
81977	"Dreux Ier de Mello"	"Dreux Ier de Mello"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202491																						
81978	"Dreux II de Mello"	"Dreux II de Mello"				"chevalier, seigneur de Saint-Bris-le-Vineux et de Château-Chinon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202506																						
81979	"Dreux IV de Mello"	"Dreux IV de Mello"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202521																						
81980	"Dreux de Mello"	"Dreux de Mello"				"oncle de Dreux Ier de Mello"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202560																						
81981	"Dreve (Jean)"	"Dreve (Jean)"				"corr. Dreux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202598																						
81985	"Durand (Guillaume II ou VI)"	"Durand (Guillaume II ou VI)"				"évêque de Mende et comte de Gévaudan"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202870																						
81986	"Durand (Jean)"	"Durand (Jean)"				"clerc, notaire public apostolique du diocèse d'Aibi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202898																						
81988	"Durand (Jean)"	"Durand (Jean)"				"clerc substitut de Me Aimeri Célier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202913																						
81989	"Durand (Raoul)"	"Durand (Raoul)"				"châtelain royal de La Feuillie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202928																						
81990	"Durand de Champagne (frère)"	"Durand de Champagne (frère)"		"Durand (frère)"		"confesseur de la reine Marguerite de Bourgogne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202954|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202859																						
81991	"Durand d'Épernon"	"Durand d'Épernon"				"sergent du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202969																						
81992	"Durand de Rogues"	"Durand de Rogues"				"professeur utriusque juris, de Béziers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202985																						
81993	"Durand de Sommières"	"Durand de Sommières"				juif		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203000																						
81994	"Durand de Soulacroup"	"Durand de Soulacroup"				"notaire public royal"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203015																						
81995	"Durand de Thiers"	"Durand de Thiers"				"clerc, notaire juré de la Cour de Riom"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203030																						
81996	"Durand le médecin (Me)"	"Durand le médecin (Me)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203045																						
81997	"Durant (Raimond)"	"Durant (Raimond)"				"syndic de la communauté de Vallabrègues"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203079																						
81998	"Alice de Châteauvillain"	"Alice de Châteauvillain"		Alice				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136241																						
82002	"Dyonisius de Senonis (magister)"	"Dyonisius de Senonis (magister)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203243																						
82004	"Ebes du Verger"	"Ebes du Verger"				"le fils, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203333																						
82005	"Ébrard (Jean)"	"Ébrard (Jean)"				"consul de Fons"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203363																						
82006	"Ébraud de Chalençon"	"Ébraud de Chalençon"				donzel		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203378																						
82007	"Ébraud de Chalençon"	"Ébraud de Chalençon"				"valet du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203390																						
82009	"Alice de Clermont"	"Alice de Clermont"		"Alice de Nesle"		"dame de Nesle, femme de Jean de Chalon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136259																						
82015	"Édouard Ier"	"Édouard Ier"				"roi d'Angleterre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203848																						
82016	"Édouard II"	"Édouard II"				"roi d'Angleterre, duc d'Aquitaine"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203903																						
82017	"Édouard Ier"	"Édouard Ier"				"comte de Bar"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204083																						
82018	Édouard	Édouard				"fils du comte Amédée V de Savoie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204117																						
82020	"Alice de Créquy"	"Alice de Créquy"				"femme de Jean II de Chambly"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136283																						
82021	"Egidius de Remino"	"Egidius de Remino"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204149																						
82023	Éléonore	Éléonore						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204306																						
82024	"Éléonore de Roye"	"Éléonore de Roye"				"damoiselle de Châtillon-sur-Marne, dame de La Ferté-en-Ponthieu"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204317																						
82025	Élie	Élie				Hélie		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204332																						
82026	"Élie VII Talleyrand"	"Élie VII Talleyrand"				"comte de Périgord, Helias Taillerandi comes Petragoricensis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204343																						
82027	Élie	Élie				"frère de Guillaume de Loupsault"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204380																						
82028	Élie	Élie				"oncle de Guillaume de Loupsault"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204392																						
82029	"Élie (frère)"	"Élie (frère)"				"prieur de Tusson"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204407																						
82031	"Alice de Monasteriis"	"Alice de Monasteriis"				"demoiselle, sa fille naturelle"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136298																						
82032	"Élie d'Aspas"	"Élie d'Aspas"				"chanoine de Saint-Astier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204478																						
82033	"Élie de Batseube"	"Élie de Batseube"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204493																						
82034	"Élie de Beyssac"	"Élie de Beyssac"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204508																						
82035	"Élie de Blaignac"	"Élie de Blaignac"				"écuyer, seigneur de Saint-Front-de-Pradoux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204523																						
82036	"Élie de Cambignaco"	"Élie de Cambignaco"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204538																						
82037	"Élie de Gaudin"	"Élie de Gaudin"				"de la paroisse de Marsilly"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204554																						
82038	"Élie de Girennia"	"Élie de Girennia"				"clerc, procureur des évêque et chapitre d'Angoulême"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204569																						
82039	"Élie de La Faye"	"Élie de La Faye"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204580																						
82040	"Élie de Loupsault"	"Élie de Loupsault"				"frère de Guillaume de Loupsault"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204607																						
82041	"Élie de Maumont (Me)"	"Élie de Maumont (Me)"				"jadis clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204622																						
82042	"Avise de Mons"	"Avise de Mons"		Avise|Alice		"Avise de Mons, seconde femme d'Enguerrand de Marigny"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136313																						
82043	"Élie de Pujean"	"Élie de Pujean"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204637																						
82044	"Élie de Saint-Astier"	"Élie de Saint-Astier"				"donzel de Lisle"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204653																						
82045	"Élie de Saint-Dizier"	"Élie de Saint-Dizier"				banni		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204668																						
82046	"Élie de Sainte-Croix"	"Élie de Sainte-Croix"				"marchand de chevaux à Saint-Jean-d'Angély"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204683																						
82047	"Élie de Vaux"	"Élie de Vaux"		Élie		"verdier de la forêt de Vernon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204698|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204422																						
82048	"Élie d'Homagenaville"	"Élie d'Homagenaville"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204716																						
82049	"Élie d'Orly (Me)"	"Élie d'Orly (Me)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204731																						
82050	"Élie Talleyrand"	"Élie Talleyrand"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204814																						
82051	Élisabeth	Élisabeth						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204859																						
82052	Élisabeth	Élisabeth				"femme de Nicolas V, seigneur de Rumigny et de Château-Porcien, et dame desdits lieux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204870																						
82053	"Alice de Montaigu"	"Alice de Montaigu"		"Aelipdis de Monte Acuto"		"femme de Guillaume de Joigny"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136340|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e133139																						
82054	"Élisabeth de Vermandois"	"Élisabeth de Vermandois"				"femme de Guillaume II, comte de Varenne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204885																						
82055	Élisiard	Élisiard				"évêque de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204916																						
82057	"Embry (Me Arnaud)"	"Embry (Me Arnaud)"				"de Villespy, notaire"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204996																						
82058	Émeline	Émeline				"femme de Guerri d'Effry"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205011																						
82059	Émeline	Émeline				"femme de Pierre le Maire"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205026																						
82060	"Émeline de Moret"	"Émeline de Moret"				"prieure de l'Hôtel-Dieu de Vernon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205041																						
82061	"Émeline de Passy"	"Émeline de Passy"				"jadis bourgeoise royale de Paris, ses héritiers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205056																						
82063	Emma	Emma				"comtesse d'Alençon, dame de Montmorency et de Laval"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205101																						
82065	Emma	Emma				"veuve d'Osbern de Crépon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205116																						
82066	Emmeline	Emmeline				"femme du vicomte Gosselin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205131																						
82067	Emon	Emon				"doyen de Saint-Quentin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205146																						
82069	"Engot (Pierre)"	"Engot (Pierre)"				"sergent du roi à Niort"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205232																						
82070	Enguerrand	Enguerrand				"fils d'Enguerrand V de Guînes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205247																						
82071	Enguerrand	Enguerrand				"neveu d'Enguerrand IV, sire de Coucy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205262																						
82072	Enguerrand	Enguerrand				"seigneur de Licques"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205273																						
82073	Enguerrand	Enguerrand				"seigneur de Marigny"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205285																						
82074	"Enguerrand IV"	"Enguerrand IV"				"sire de Coucy, d'Oisy et de Montmirail"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205296																						
82075	"Alice de Clermont"	"Alice de Clermont"		"Alice de Nesle"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136363																						
82076	Enguerrand	Enguerrand				"sire de Coucy, père de Guillaume"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205336																						
82077	"Enguerrand V de Guînes"	"Enguerrand V de Guînes"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205347																						
82078	"Enguerrand de Marigny"	"Enguerrand de Marigny"				"seigneur du lieu et de Mainneville, chevalier et chambellan du roi, dominus Inger(r)anus, dominus Marregnaci, Marreigniaci, Mar(r)igniaci, de Marregniaco, Marrigniaco"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205386																						
82079	"Enguerrand de Tayri"	"Enguerrand de Tayri"				damoiseau		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205805																						
82080	"Enguilrand (Jacques)"	"Enguilrand (Jacques)"				"vice-viguier de Vallabrègues"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205821																						
82081	"Enjorrand Becquet ou du Becquet"	"Enjorrand Becquet ou du Becquet"				"écuyer, seigneur du Plouy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205836																						
82085	"Éracle de Montboissier"	"Éracle de Montboissier"				damoiseau		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206311																						
82086	"Adam de Cerny"	"Adam de Cerny"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132623																						
